"ID";"Leeftijd";"Marges";"RegioS";"ErvarenGezondheidGoedZeerGoed_1";"EenOfMeerLichamelijkeBeperkingen_3";"BeperkingInBewegen_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"MatigOvergewicht_10";"ErnstigOvergewichtObesitas_11";"VoldoetAanBeweegrichtlijn_12";"WekelijksSporter_13";"Rokers_17";"OvermatigDrinker_20"
"3098";"80200";"MOG0095";"GM0981";"    54.5";"    22.4";"    16.3";"     0.0";"    32.9";"    54.6";"    36.5";"    13.9";"    23.7";"    26.4";"     9.9";"     1.3"
"3099";"80200";"MOG0095";"GM0994";"    59.7";"    23.3";"    18.4";"     0.5";"    34.7";"    55.5";"    40.3";"    12.3";"    28.7";"    26.9";"     7.4";"     5.4"
"3100";"80200";"MOG0095";"GM0858";"    64.0";"    18.2";"    13.4";"     0.2";"    37.6";"    51.4";"    37.0";"    11.2";"    35.1";"    34.4";"     9.0";"     4.3"
"3101";"80200";"MOG0095";"GM0047";"    66.6";"    20.3";"    16.1";"     0.1";"    29.8";"    60.1";"    40.2";"    16.1";"    30.7";"    24.8";"     8.9";"     3.2"
"3102";"80200";"MOG0095";"GM0345";"    66.5";"    22.0";"    15.8";"     0.6";"    36.1";"    58.3";"    40.2";"    16.3";"       .";"       .";"     7.2";"     4.8"
"3103";"80200";"MOG0095";"GM0717";"    69.8";"    16.5";"    10.4";"     0.3";"    43.3";"    47.1";"    35.9";"     8.8";"    47.1";"    30.8";"     3.7";"     4.6"
"3104";"80200";"MOG0095";"GM0861";"    61.3";"    19.3";"    13.1";"     0.7";"    38.9";"    49.6";"    34.9";"    11.7";"    35.6";"    37.2";"     4.0";"     6.1"
"3105";"80200";"MOG0095";"GM0453";"    62.9";"    22.6";"    17.5";"     0.3";"    37.1";"    54.8";"    38.6";"    13.8";"    40.1";"    32.1";"     6.9";"     5.3"
"3106";"80200";"MOG0095";"GM0983";"    60.3";"    27.0";"    20.6";"     0.8";"    34.2";"    59.8";"    39.8";"    18.1";"    40.7";"    32.1";"     9.2";"     6.1"
"3107";"80200";"MOG0095";"GM0984";"    63.5";"    23.1";"    16.1";"     0.1";"    33.7";"    59.0";"    40.1";"    15.9";"    47.0";"    39.5";"     5.4";"     3.7"
"3108";"80200";"MOG0095";"GM1961";"    62.3";"    22.5";"    16.0";"     0.3";"    31.8";"    58.8";"    38.8";"    16.5";"       .";"       .";"     7.1";"     4.7"
"3109";"80200";"MOG0095";"GM0622";"    58.5";"    22.5";"    18.9";"     0.5";"    32.6";"    55.8";"    40.0";"    12.4";"    25.4";"    26.2";"     7.8";"     4.8"
"3110";"80200";"MOG0095";"GM0096";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"3111";"80200";"MOG0095";"GM0718";"    64.3";"    21.5";"    15.2";"     0.2";"    38.1";"    52.3";"    38.6";"    10.9";"    38.3";"    24.5";"     7.6";"     5.4"
"3112";"80200";"MOG0095";"GM0986";"    55.9";"    21.7";"    14.8";"     0.1";"    38.1";"    51.2";"    37.0";"    11.1";"    35.5";"    31.4";"     5.5";"     4.1"
"3113";"80200";"MOG0095";"GM0626";"    69.2";"    19.2";"    13.2";"     0.8";"    40.4";"    47.6";"    35.6";"     9.1";"    40.2";"    41.6";"     5.2";"     7.8"
"3114";"80200";"MOG0095";"GM0285";"    64.0";"    22.0";"    16.4";"     0.3";"    35.3";"    55.7";"    37.7";"    15.0";"    34.8";"    32.0";"     4.5";"     4.2"
"3115";"80200";"MOG0095";"GM0865";"    66.4";"    23.0";"    16.9";"     0.4";"    40.0";"    50.2";"    37.9";"     9.8";"    43.9";"    42.4";"     7.5";"     6.3"
"3116";"80200";"MOG0095";"GM1949";"    68.6";"    19.0";"    14.2";"     0.6";"    33.7";"    55.7";"    39.3";"    13.2";"    40.9";"    29.0";"     8.4";"     3.9"
"3117";"80200";"MOG0095";"GM0866";"    66.6";"    17.6";"    11.7";"     0.6";"    39.5";"    49.8";"    36.3";"    10.7";"    42.2";"    36.7";"     7.1";"     7.6"
"3118";"80200";"MOG0095";"GM0867";"    61.8";"    24.1";"    17.6";"     0.0";"    32.0";"    58.8";"    38.2";"    17.1";"    32.4";"    35.1";"     6.1";"     5.8"
"3119";"80200";"MOG0095";"GM0627";"    69.4";"    16.0";"    11.3";"     0.2";"    34.9";"    54.0";"    35.9";"    14.5";"    39.4";"    31.4";"     6.0";"     3.7"
"3120";"80200";"MOG0095";"GM0289";"    67.6";"    19.9";"    13.8";"     0.8";"    43.5";"    47.3";"    32.1";"    12.7";"    43.3";"    33.8";"     6.2";"     6.0"
"3121";"80200";"MOG0095";"GM0629";"    69.8";"    19.2";"    14.3";"     0.6";"    46.1";"    44.6";"    32.6";"     9.8";"    37.3";"    38.5";"     5.0";"     8.8"
"3122";"80200";"MOG0095";"GM0852";"    69.6";"    16.9";"     9.7";"     0.2";"    42.4";"    47.2";"    35.1";"     9.5";"    36.4";"    36.1";"     5.7";"     6.5"
"3123";"80200";"MOG0095";"GM0988";"    61.1";"    26.0";"    18.3";"     0.4";"    40.0";"    53.5";"    39.3";"    12.3";"    42.0";"    30.9";"     9.0";"     5.4"
"3124";"80200";"MOG0095";"GM0457";"    65.2";"    18.3";"    14.1";"     0.1";"    37.8";"    52.1";"    34.6";"    14.3";"    28.2";"    28.1";"     7.0";"     6.7"
"3125";"80200";"MOG0095";"GM1960";"    62.8";"    20.5";"    12.3";"     0.6";"    32.8";"    58.7";"    38.0";"    17.7";"    34.5";"    27.8";"     8.9";"     5.0"
"3126";"80200";"MOG0095";"GM0668";"    61.7";"    22.4";"    14.9";"     0.5";"    33.3";"    56.4";"    38.3";"    14.8";"    35.6";"    26.4";"     6.5";"     4.6"
"3127";"80200";"MOG0095";"GM1969";"    69.8";"    18.9";"    15.2";"     0.2";"    34.4";"    57.7";"    42.4";"    12.7";"    33.5";"    24.2";"     6.0";"     4.1"
"3128";"80200";"MOG0095";"GM1701";"    67.0";"    17.5";"    12.4";"     0.2";"    38.7";"    51.0";"    38.6";"     9.5";"    35.6";"    26.2";"     6.4";"     6.4"
"3129";"80200";"MOG0095";"GM0293";"    67.4";"    22.9";"    15.2";"     0.2";"    32.5";"    57.4";"    37.5";"    16.3";"    39.8";"    32.7";"     9.3";"     5.6"
"3130";"80200";"MOG0095";"GM1950";"    58.8";"    20.7";"    16.4";"     0.3";"    31.0";"    57.5";"    39.7";"    13.9";"    33.8";"    19.8";"     4.7";"     3.6"
"3131";"80200";"MOG0095";"GM1783";"    67.3";"    23.1";"    17.0";"     0.7";"    39.6";"    53.3";"    39.4";"    11.9";"    33.7";"    32.7";"     6.5";"     4.5"
"3132";"80200";"MOG0095";"GM0098";"    67.2";"    20.8";"    15.4";"     0.0";"    32.9";"    57.1";"    41.6";"    12.3";"    34.1";"    25.1";"     3.9";"     3.9"
"3133";"80200";"MOG0095";"GM0614";"    59.9";"    24.9";"    15.8";"     0.8";"    34.5";"    53.4";"    40.9";"     9.4";"    31.7";"    27.6";"     5.9";"     3.9"
"3134";"80200";"MOG0095";"GM0189";"    69.4";"    23.6";"    15.7";"     0.0";"    29.6";"    62.0";"    41.4";"    17.1";"    38.8";"    27.7";"     5.4";"     5.8"
"3135";"80200";"MOG0095";"GM0296";"    63.8";"    24.6";"    16.4";"     0.4";"    34.5";"    56.0";"    38.0";"    14.9";"    39.3";"    35.6";"     6.9";"     5.4"
"3136";"80200";"MOG0095";"GM1696";"    68.6";"    17.7";"    13.9";"     1.0";"    37.7";"    50.9";"    37.2";"    10.8";"    37.5";"    34.0";"     6.0";"     9.5"
"3137";"80200";"MOG0095";"GM0352";"    65.3";"    19.3";"    13.6";"     1.2";"    36.9";"    48.8";"    33.5";"    11.8";"       .";"       .";"     7.7";"     5.3"
"3138";"80200";"MOG0095";"GM0294";"    64.9";"    20.6";"    16.4";"     0.0";"    37.4";"    54.2";"    35.4";"    15.9";"    36.4";"    30.7";"     5.4";"     5.7"
"3139";"80200";"MOG0095";"GM0873";"    58.5";"    24.2";"    15.5";"     0.3";"    33.5";"    55.0";"    39.3";"    12.5";"    33.2";"    29.7";"     5.1";"     3.0"
"3140";"80200";"MOG0095";"GM0632";"    67.4";"    21.2";"    14.9";"     0.6";"    39.2";"    53.8";"    38.4";"    13.4";"       .";"       .";"     6.5";"     6.7"
"3141";"80200";"MOG0095";"GM1690";"    68.1";"    21.6";"    14.1";"     0.5";"    37.5";"    51.8";"    38.3";"    10.6";"    33.4";"    27.0";"     5.1";"     5.1"
"3142";"80200";"MOG0095";"GM0880";"    65.2";"    22.8";"    16.6";"     0.8";"    36.6";"    52.4";"    36.3";"    13.0";"    35.2";"    35.5";"     3.9";"     5.3"
"3143";"80200";"MOG0095";"GM0351";"    70.8";"    20.6";"    15.2";"     0.1";"    41.5";"    49.1";"    36.6";"    10.0";"       .";"       .";"     4.2";"     3.1"
"3144";"80200";"MOG0095";"GM0479";"    62.5";"    25.1";"    19.3";"     0.4";"    38.8";"    57.5";"    39.5";"    16.9";"    33.7";"    31.0";"     8.1";"     6.2"
"3145";"80200";"MOG0095";"GM0297";"    63.2";"    22.6";"    15.3";"     0.0";"    32.6";"    58.2";"    40.3";"    14.6";"    31.3";"    27.3";"     7.4";"     5.9"
"3146";"80200";"MOG0095";"GM0473";"    64.2";"    21.2";"    17.0";"     0.9";"    37.8";"    50.0";"    33.4";"    13.3";"    35.3";"    30.5";"     7.2";"     7.4"
"3147";"80200";"MOG0095";"GM0050";"    65.0";"    18.0";"    14.2";"     0.0";"    34.1";"    55.2";"    38.2";"    13.4";"    36.6";"    35.7";"     5.7";"     5.3"
"3148";"80200";"MOG0095";"GM0355";"    67.6";"    22.4";"    16.6";"     0.7";"    45.6";"    49.3";"    35.1";"    12.9";"       .";"       .";"     9.8";"     6.3"
"3149";"80200";"MOG0095";"GM0299";"    61.6";"    22.5";"    15.7";"     0.7";"    33.5";"    56.6";"    36.6";"    16.8";"    37.9";"    29.0";"     8.6";"     7.3"
"3150";"80200";"MOG0095";"GM0637";"    64.2";"    22.3";"    16.9";"     0.5";"    36.4";"    56.6";"    39.9";"    14.5";"    28.0";"    32.8";"     8.0";"     4.6"
"3151";"80200";"MOG0095";"GM0638";"    72.2";"    17.5";"     9.5";"     0.7";"    40.2";"    47.8";"    34.6";"    10.3";"    46.1";"    36.0";"     3.9";"     4.9"
"3152";"80200";"MOG0095";"GM1892";"    67.9";"    13.0";"     9.3";"     0.0";"    29.6";"    59.0";"    41.4";"    13.5";"    32.0";"    29.3";"     4.6";"     6.6"
"3153";"80200";"MOG0095";"GM0879";"    55.7";"    25.7";"    17.8";"     0.5";"    34.4";"    54.3";"    37.7";"    13.1";"    33.7";"    23.8";"     4.3";"     4.5"
"3154";"80200";"MOG0095";"GM0301";"    71.3";"    18.8";"    14.1";"     0.4";"    38.7";"    51.7";"    36.0";"    12.9";"    37.4";"    32.4";"     7.0";"     3.8"
"3155";"80200";"MOG0095";"GM1896";"    63.8";"    24.0";"    16.9";"     0.1";"    28.9";"    62.5";"    42.0";"    17.2";"    30.4";"    20.3";"     6.7";"     3.5"
"3156";"80200";"MOG0095";"GM0642";"    63.6";"    22.6";"    18.0";"     0.5";"    31.9";"    58.8";"    40.8";"    15.0";"    27.4";"    26.4";"     6.7";"     5.1"
"3157";"80200";"MOG0095";"GM0193";"    66.3";"    23.4";"    16.8";"     0.7";"    37.3";"    55.6";"    40.0";"    13.5";"    37.5";"    31.4";"     7.5";"     5.0"
"3201";"80200";"MBG0095";"GM1680";"    78.4";"    27.4";"    22.3";"     2.2";"    46.3";"    62.3";"    46.7";"    19.5";"    42.4";"    39.1";"    11.4";"     8.7"
"3202";"80200";"MBG0095";"GM0358";"    75.0";"    23.9";"    18.0";"     2.3";"    51.3";"    56.9";"    44.9";"    15.2";"    43.9";"    49.4";"    10.2";"     9.1"
"3203";"80200";"MBG0095";"GM0197";"    72.3";"    28.7";"    22.0";"     2.4";"    46.6";"    61.7";"    45.4";"    20.1";"    47.5";"    38.1";"    11.8";"     8.6"
"3204";"80200";"MBG0095";"GM0059";"    68.9";"    36.3";"    30.5";"     2.6";"    40.0";"    69.3";"    50.0";"    24.5";"    34.7";"    25.1";"    14.7";"     5.2"
"3205";"80200";"MBG0095";"GM0482";"    67.7";"    32.8";"    27.2";"     2.8";"    43.8";"    63.7";"    45.9";"    21.7";"    33.1";"    31.6";"    11.5";"     6.5"
"3206";"80200";"MBG0095";"GM0613";"    73.0";"    27.5";"    20.4";"     2.2";"    49.0";"    60.6";"    42.7";"    22.3";"    41.1";"    42.0";"    11.1";"     9.2"
"3207";"80200";"MBG0095";"GM0361";"    69.8";"    26.8";"    21.4";"     2.3";"    47.5";"    58.6";"    41.0";"    20.6";"    43.8";"    43.0";"    12.5";"     8.5"
"3208";"80200";"MBG0095";"GM0141";"    69.5";"    31.8";"    24.8";"     1.4";"    37.9";"    65.2";"    44.7";"    22.3";"    39.1";"    35.0";"    11.3";"     9.1"
"3209";"80200";"MBG0095";"GM0034";"    71.1";"    29.1";"    23.8";"     2.1";"    43.0";"    65.5";"    48.6";"    20.8";"    44.0";"    37.0";"    13.6";"    10.6"
"3210";"80200";"MBG0095";"GM0484";"    74.4";"    24.0";"    17.5";"     1.6";"    45.3";"    59.9";"    44.5";"    17.8";"    42.7";"    38.2";"     9.2";"     8.0"
"3211";"80200";"MBG0095";"GM1723";"    74.6";"    23.9";"    17.0";"     2.8";"    47.2";"    61.2";"    48.7";"    16.2";"    53.5";"    44.2";"    10.0";"     9.5"
"3212";"80200";"MBG0095";"GM1959";"    70.4";"    25.5";"    19.2";"     1.9";"    41.3";"    65.3";"    46.3";"    22.6";"    38.8";"    34.4";"    12.4";"     8.4"
"3213";"80200";"MBG0095";"GM0060";"    79.5";"    30.7";"    24.7";"     4.5";"    41.5";"    73.9";"    59.3";"    22.6";"    54.7";"    32.8";"    17.1";"    15.7"
"3214";"80200";"MBG0095";"GM0307";"    71.7";"    26.3";"    19.7";"     1.9";"    46.6";"    56.8";"    42.1";"    16.5";"       .";"       .";"    12.3";"     8.8"
"3215";"80200";"MBG0095";"GM0362";"    69.4";"    25.8";"    20.6";"     2.0";"    47.7";"    58.0";"    42.2";"    18.4";"    33.5";"    42.2";"    11.5";"     9.2"
"3216";"80200";"MBG0095";"GM0363";"    62.8";"    31.0";"    24.5";"     2.3";"    46.7";"    54.8";"    37.2";"    18.9";"    37.3";"    38.1";"    15.2";"    10.9"
"3217";"80200";"MBG0095";"GM0200";"    74.6";"    29.2";"    23.3";"     3.1";"    47.5";"    59.5";"    41.2";"    22.1";"    43.1";"    39.5";"     9.2";"     8.3"
"3218";"80200";"MBG0095";"GM0003";"    65.1";"    37.0";"    33.5";"     5.1";"    39.6";"    68.8";"    48.5";"    25.9";"    38.1";"    33.0";"    16.0";"    10.5"
"3219";"80200";"MBG0095";"GM0202";"    66.6";"    31.6";"    26.3";"     2.9";"    42.0";"    64.2";"    43.5";"    24.2";"    41.2";"    38.7";"    18.9";"    10.7"
"3220";"80200";"MBG0095";"GM0106";"    74.5";"    31.5";"    21.7";"     3.3";"    41.3";"    66.3";"    49.8";"    20.7";"    40.9";"    37.0";"     9.7";"     9.8"
"3221";"80200";"MBG0095";"GM0743";"    75.1";"    26.6";"    19.8";"     2.8";"    46.1";"    63.6";"    46.2";"    22.2";"    48.0";"    46.5";"    10.4";"     7.4"
"3222";"80200";"MBG0095";"GM0744";"    67.0";"    30.7";"    26.4";"     3.0";"    44.0";"    64.7";"    46.8";"    22.6";"    41.0";"    33.9";"     9.0";"     8.9"
"3223";"80200";"MBG0095";"GM0308";"    80.1";"    24.1";"    17.4";"     4.6";"    49.0";"    58.6";"    45.8";"    16.9";"       .";"       .";"    13.8";"    12.7"
"3224";"80200";"MBG0095";"GM0489";"    79.4";"    26.5";"    21.8";"     2.9";"    40.8";"    67.9";"    48.8";"    23.8";"    34.7";"    38.1";"     9.5";"     7.8"
"3225";"80200";"MBG0095";"GM0203";"    75.4";"    29.0";"    20.3";"     1.4";"    43.1";"    64.5";"    49.7";"    18.2";"    48.5";"    37.6";"    13.1";"     8.8"
"3226";"80200";"MBG0095";"GM0888";"    63.8";"    37.6";"    31.3";"     2.7";"    44.8";"    64.6";"    50.4";"    18.5";"    38.7";"    36.1";"    10.7";"     8.7"
"3227";"80200";"MBG0095";"GM1954";"    64.3";"    33.3";"    26.0";"     2.2";"    40.1";"    64.9";"    46.5";"    21.2";"    38.5";"    38.4";"    12.0";"     7.2"
"3228";"80200";"MBG0095";"GM0370";"    74.7";"    29.0";"    21.3";"     2.6";"    50.5";"    58.2";"    44.7";"    17.3";"    47.5";"    41.0";"     7.6";"    10.6"
"3229";"80200";"MBG0095";"GM0889";"    69.4";"    33.7";"    26.4";"     3.7";"    41.9";"    67.3";"    49.8";"    22.8";"    52.0";"    38.3";"    13.6";"     8.8"
"3230";"80200";"MBG0095";"GM1945";"    66.6";"    28.3";"    22.2";"     2.1";"    45.3";"    61.4";"    45.8";"    18.5";"    43.9";"    45.0";"    12.0";"     6.8"
"3231";"80200";"MBG0095";"GM1724";"    74.1";"    29.3";"    17.9";"     1.8";"    46.1";"    64.5";"    48.0";"    21.4";"    45.3";"    40.3";"    13.6";"     9.5"
"3232";"80200";"MBG0095";"GM0893";"    70.7";"    30.6";"    21.5";"       .";"    44.4";"    65.7";"    48.5";"    21.6";"    52.7";"    36.0";"    13.0";"     7.9"
"3233";"80200";"MBG0095";"GM0373";"    77.0";"    21.2";"    18.1";"     3.7";"    55.5";"    52.7";"    43.4";"    12.5";"    53.7";"    43.1";"     9.2";"    10.1"
"3234";"80200";"MBG0095";"GM0748";"    69.5";"    31.5";"    22.9";"     2.0";"    45.3";"    60.4";"    44.5";"    18.6";"    40.8";"    36.7";"    13.7";"    10.0"
"3235";"80200";"MBG0095";"GM1859";"    76.6";"    28.4";"    20.6";"     3.5";"    42.7";"    63.7";"    44.1";"    23.4";"    46.1";"    42.2";"     9.0";"     9.9"
"3236";"80200";"MBG0095";"GM1721";"    73.7";"    28.2";"    22.8";"     0.7";"    43.1";"    66.4";"    49.7";"    21.1";"    48.3";"    42.5";"    11.7";"     5.2"
"3237";"80200";"MBG0095";"GM0753";"    71.4";"    31.6";"    27.7";"     2.4";"    42.7";"    65.9";"    49.7";"    20.5";"    41.5";"    47.8";"    10.5";"    10.3"
"3238";"80200";"MBG0095";"GM0209";"    70.3";"    30.0";"    19.5";"     2.7";"    44.0";"    67.1";"    50.6";"    22.2";"    47.6";"    46.0";"    16.2";"     9.9"
"3239";"80200";"MBG0095";"GM0375";"    69.0";"    38.2";"    30.3";"     3.0";"    44.2";"    64.4";"    47.1";"    21.7";"    47.6";"    38.4";"    14.6";"    13.7"
"3240";"80200";"MBG0095";"GM0310";"    73.7";"    24.4";"    20.0";"     2.5";"    53.0";"    51.4";"    39.9";"    13.6";"       .";"       .";"    10.4";"     9.2"
"3241";"80200";"MBG0095";"GM1728";"    74.7";"    26.8";"    20.1";"     1.3";"    43.8";"    66.3";"    52.5";"    18.2";"    48.1";"    38.8";"     8.8";"     9.7"
"3242";"80200";"MBG0095";"GM0376";"    80.2";"    22.9";"    18.8";"     1.9";"    57.1";"    52.9";"    40.9";"    15.8";"    51.6";"    48.3";"     8.7";"    13.7"
"3243";"80200";"MBG0095";"GM0377";"    79.3";"    22.9";"    16.7";"     2.8";"    60.5";"    48.1";"    40.7";"    10.4";"    57.4";"    56.6";"    11.1";"    13.5"
"3244";"80200";"MBG0095";"GM1901";"    74.7";"    30.6";"    24.3";"     2.4";"    48.1";"    60.1";"    45.4";"    18.1";"    43.9";"    41.4";"     9.5";"     9.4"
"3245";"80200";"MBG0095";"GM0755";"    72.2";"    35.6";"    28.2";"     2.4";"    40.6";"    67.9";"    50.0";"    22.3";"    48.3";"    42.5";"     9.4";"     5.8"
"3246";"80200";"MBG0095";"GM1681";"    70.2";"    29.3";"    22.2";"     4.9";"    41.6";"    65.2";"    48.4";"    21.0";"    44.5";"    31.8";"    13.3";"     7.1"
"3247";"80200";"MBG0095";"GM0147";"    74.1";"    29.0";"    21.7";"     2.9";"    43.3";"    63.6";"    47.7";"    19.6";"    46.7";"    42.1";"     8.7";"    11.8"
"3248";"80200";"MBG0095";"GM0654";"    70.0";"    27.2";"    20.4";"     2.4";"    44.7";"    63.5";"    48.0";"    19.3";"    42.8";"    33.5";"    11.7";"     8.7"
"3249";"80200";"MBG0095";"GM0756";"    76.3";"    26.4";"    19.3";"     2.0";"    48.0";"    60.4";"    46.1";"    18.0";"    52.3";"    51.3";"    11.1";"     7.8"
"3250";"80200";"MBG0095";"GM0757";"    74.5";"    27.6";"    19.4";"     1.4";"    47.0";"    61.1";"    45.9";"    18.7";"    50.9";"    49.3";"    14.6";"    11.0"
"3251";"80200";"MBG0095";"GM0758";"    68.0";"    30.8";"    23.9";"     2.1";"    44.1";"    59.2";"    41.6";"    19.5";"    40.1";"    41.0";"    12.4";"     9.2"
"3252";"80200";"MBG0095";"GM0501";"    73.0";"    30.7";"    25.7";"     1.5";"    44.6";"    65.2";"    44.5";"    25.4";"    38.8";"    41.4";"    12.9";"    11.1"
"3253";"80200";"MBG0095";"GM1876";"    77.4";"    21.7";"    17.2";"     2.5";"    44.0";"    63.6";"    47.9";"    19.2";"    45.2";"    40.6";"    10.0";"     7.8"
"3254";"80200";"MBG0095";"GM0213";"    77.1";"    28.9";"    23.6";"     2.4";"    44.9";"    62.6";"    43.3";"    23.2";"    49.3";"    41.9";"    10.5";"     9.8"
"3255";"80200";"MBG0095";"GM0899";"    59.1";"    42.1";"    34.5";"     2.1";"    37.9";"    68.7";"    46.3";"    26.2";"    33.7";"    34.2";"    16.9";"     9.2"
"3256";"80200";"MBG0095";"GM0312";"    77.6";"    23.3";"    16.3";"     2.0";"    55.0";"    53.7";"    39.2";"    18.2";"       .";"       .";"     8.2";"     8.3"
"3257";"80200";"MBG0095";"GM0313";"    76.6";"    30.4";"    24.5";"     2.3";"    38.5";"    69.9";"    50.6";"    23.9";"       .";"       .";"    11.2";"     6.9"
"3258";"80200";"MBG0095";"GM0214";"    72.0";"    27.5";"    21.2";"     1.4";"    41.9";"    66.7";"    51.0";"    19.8";"    39.8";"    35.1";"    14.1";"     8.4"
"3259";"80200";"MBG0095";"GM0502";"    66.9";"    29.7";"    24.9";"     2.8";"    47.6";"    61.8";"    43.8";"    22.6";"    32.5";"    38.6";"    14.5";"     9.6"
"3260";"80200";"MBG0095";"GM0383";"    74.8";"    23.4";"    18.5";"     3.7";"    54.1";"    53.2";"    42.8";"    13.5";"    50.6";"    49.0";"    10.6";"    11.0"
"3261";"80200";"MBG0095";"GM0109";"    72.1";"    28.2";"    21.4";"     0.9";"    40.0";"    69.5";"    52.8";"    21.4";"    45.4";"    31.9";"    12.8";"     6.9"
"3262";"80200";"MBG0095";"GM1706";"    73.7";"    28.2";"    20.3";"     3.7";"    50.2";"    59.6";"    46.3";"    17.8";"    50.3";"    49.5";"    14.9";"    10.8"
"3263";"80200";"MBG0095";"GM1684";"    71.3";"    31.9";"    25.5";"     2.0";"    47.8";"    60.0";"    43.9";"    19.5";"    48.2";"    45.3";"     9.2";"     6.3"
"3264";"80200";"MBG0095";"GM0216";"    71.7";"    27.5";"    20.2";"     3.4";"    44.0";"    63.5";"    47.3";"    20.3";"    45.6";"    38.7";"    11.6";"     8.3"
"3265";"80200";"MBG0095";"GM0148";"    79.4";"    27.5";"    21.4";"     1.2";"    43.9";"    63.8";"    46.5";"    20.8";"    45.2";"    37.1";"     9.2";"     5.8"
"3266";"80200";"MBG0095";"GM1891";"    72.2";"    36.1";"    27.8";"       .";"    43.6";"    66.6";"    49.1";"    22.2";"    42.3";"    26.4";"    10.0";"     4.6"
"3267";"80200";"MBG0095";"GM0503";"    66.9";"    28.5";"    23.7";"     2.7";"    45.7";"    58.7";"    40.8";"    20.5";"    38.3";"    36.2";"    11.8";"     7.6"
"3268";"80200";"MBG0095";"GM0010";"    72.6";"    28.8";"    25.4";"     2.8";"    42.0";"    67.8";"    44.7";"    28.5";"    39.3";"    34.2";"    10.1";"     5.0"
"3269";"80200";"MBG0095";"GM0762";"    69.6";"    33.5";"    23.8";"     1.8";"    40.2";"    69.0";"    54.7";"    18.8";"    48.9";"    40.8";"    13.1";"     6.4"
"3270";"80200";"MBG0095";"GM0150";"    71.1";"    29.7";"    23.4";"     1.9";"    44.3";"    62.8";"    44.8";"    21.5";"    40.9";"    39.3";"    12.8";"     9.1"
"3271";"80200";"MBG0095";"GM0384";"    64.7";"    31.9";"    25.6";"     3.0";"    43.5";"    63.5";"    42.5";"    25.1";"    36.1";"    40.3";"    14.5";"     9.9"
"3272";"80200";"MBG0095";"GM1774";"    76.0";"    27.1";"    21.0";"     1.3";"    41.5";"    66.5";"    52.5";"    17.6";"    47.5";"    41.9";"    11.6";"    10.1"
"3273";"80200";"MBG0095";"GM0221";"    74.3";"    25.9";"    19.0";"     2.3";"    44.8";"    63.5";"    45.2";"    22.6";"    49.7";"    43.6";"    14.5";"    11.9"
"3274";"80200";"MBG0095";"GM0222";"    74.6";"    27.4";"    20.7";"     1.9";"    41.9";"    66.0";"    48.6";"    21.2";"    50.9";"    45.0";"    11.7";"     9.2"
"3275";"80200";"MBG0095";"GM0766";"    74.9";"    28.8";"    19.9";"     3.2";"    43.3";"    64.5";"    48.4";"    20.2";"    44.7";"    49.6";"    13.7";"     5.7"
"3276";"80200";"MBG0095";"GM0505";"    67.6";"    32.4";"    24.6";"     2.6";"    47.2";"    61.4";"    43.0";"    22.5";"    37.1";"    40.4";"    13.9";"     9.2"
"3277";"80200";"MBG0095";"GM0498";"    78.0";"    20.7";"    15.0";"     2.8";"    49.1";"    59.8";"    45.6";"    18.1";"    52.6";"    46.3";"     8.5";"     7.9"
"3278";"80200";"MBG0095";"GM1719";"    73.5";"    28.0";"    18.5";"     1.0";"    43.5";"    66.4";"    47.9";"    23.5";"    44.5";"    39.9";"    12.7";"    10.4"
"3279";"80200";"MBG0095";"GM0303";"    75.6";"    24.6";"    18.2";"     2.6";"    44.3";"    62.9";"    47.2";"    19.1";"    45.5";"    36.0";"    10.0";"     7.2"
"3280";"80200";"MBG0095";"GM0225";"    66.8";"    30.8";"    23.6";"     2.2";"    40.0";"    68.8";"    52.2";"    20.8";"    39.2";"    37.4";"    13.7";"     9.6"
"3281";"80200";"MBG0095";"GM0226";"    75.7";"    32.0";"    23.9";"     2.2";"    46.0";"    62.0";"    41.0";"    25.1";"    45.7";"    37.6";"     9.7";"    10.5"
"3282";"80200";"MBG0095";"GM1711";"    67.4";"    32.9";"    25.6";"     1.6";"    41.5";"    65.4";"    46.4";"    22.5";"    45.3";"    34.6";"    13.0";"     7.0"
"3283";"80200";"MBG0095";"GM0385";"    71.4";"    28.9";"    21.4";"     1.8";"    41.0";"    67.4";"    53.2";"    18.2";"    40.8";"    38.7";"     8.9";"     8.9"
"3284";"80200";"MBG0095";"GM0228";"    74.7";"    26.3";"    20.8";"     2.5";"    45.0";"    61.5";"    41.8";"    23.1";"    44.1";"    37.0";"    10.7";"     8.2"
"3285";"80200";"MBG0095";"GM0317";"    78.6";"    22.0";"    15.8";"     2.5";"    46.5";"    61.9";"    49.6";"    15.9";"       .";"       .";"    10.8";"    13.9"
"3286";"80200";"MBG0095";"GM0770";"    70.5";"    31.6";"    24.8";"     3.6";"    48.3";"    60.8";"    51.1";"    13.4";"    46.9";"    48.7";"    12.3";"     8.7"
"3287";"80200";"MBG0095";"GM1903";"    71.4";"    26.5";"    20.3";"     2.4";"    43.2";"    62.6";"    45.4";"    20.2";"    46.0";"    36.8";"    11.2";"    11.2"
