"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen5Km_4";"AfstandTotGroteSupermarkt_20";"Binnen5Km_23";"AfstandTotWarenhuis_28";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen5Km_43";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotBos_90";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102"
"4286";"GM0537";"2020JJ00";"     0.7";"    19.7";"     0.6";"    16.5";"     1.6";"    29.3";"     0.9";"    14.1";"     0.5";"    46.2";"     0.5";"    61.7";"       .";"       .";"       .";"       .";"     1.3";"     6.6";"     7.0"
"4302";"GM0928";"2020JJ00";"     0.8";"    11.1";"     0.8";"    14.8";"     2.3";"    10.0";"     0.4";"    54.5";"     0.4";"    60.9";"     0.6";"    41.4";"       .";"       .";"       .";"       .";"     1.2";"     1.8";"     7.7"
"4318";"GM0929";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4334";"GM1598";"2020JJ00";"     1.2";"     3.8";"     1.7";"     4.4";"     3.7";"    11.7";"     1.4";"     5.5";"     1.6";"     7.1";"     1.5";"    11.3";"       .";"       .";"       .";"       .";"     1.4";"     5.2";"    10.0"
"4350";"GM0079";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4366";"GM0588";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4382";"GM0542";"2020JJ00";"     1.4";"     7.6";"     0.7";"    14.1";"     1.9";"    37.6";"     2.1";"     6.7";"     0.7";"    25.4";"     0.6";"    34.4";"       .";"       .";"       .";"       .";"     1.0";"     7.3";"    11.4"
"4398";"GM1931";"2020JJ00";"     1.3";"     2.7";"     1.0";"     5.3";"     5.2";"    19.3";"     1.2";"     6.0";"     1.0";"     9.2";"     1.1";"    12.3";"       .";"       .";"       .";"       .";"     1.0";"    10.8";"    12.6"
"4414";"GM1659";"2020JJ00";"     1.1";"     5.7";"     0.8";"     8.5";"     2.8";"    25.0";"     0.7";"    19.4";"     0.7";"    27.3";"     1.0";"    27.2";"       .";"       .";"       .";"       .";"     1.7";"     7.9";"    15.5"
"4430";"GM1685";"2020JJ00";"     1.1";"     2.1";"     1.3";"     3.3";"     7.2";"    13.0";"     1.2";"     4.3";"     0.9";"     7.2";"     0.8";"    11.9";"       .";"       .";"       .";"       .";"     1.3";"     9.9";"    23.3"
"4446";"GM0882";"2020JJ00";"     0.7";"    15.7";"     0.9";"    16.1";"     2.0";"    12.0";"     0.5";"    59.6";"     0.5";"    79.1";"     0.6";"    59.0";"       .";"       .";"       .";"       .";"     1.8";"     2.0";"     5.0"
"4462";"GM0415";"2020JJ00";"     0.8";"    13.8";"     1.0";"    10.4";"     1.1";"    34.6";"     0.8";"    10.8";"     0.8";"    26.6";"     0.8";"    31.5";"       .";"       .";"       .";"       .";"     1.8";"     7.9";"     9.0"
"4478";"GM0416";"2020JJ00";"     1.0";"    10.4";"     0.8";"    14.4";"     2.5";"    11.7";"     0.8";"    15.2";"     0.9";"    32.7";"     0.8";"    33.7";"       .";"       .";"       .";"       .";"     1.4";"     4.0";"     9.0"
"4494";"GM1621";"2020JJ00";"     0.9";"    13.3";"     1.0";"    11.2";"     2.9";"    51.4";"     2.6";"     3.6";"     0.9";"    23.3";"     1.0";"    33.5";"       .";"       .";"       .";"       .";"     1.2";"     6.4";"    10.1"
"4510";"GM0417";"2020JJ00";"     1.0";"    15.2";"     0.9";"    15.5";"     1.1";"    21.3";"     0.9";"    15.6";"     0.7";"    35.0";"     0.5";"    61.6";"       .";"       .";"       .";"       .";"     1.1";"     5.1";"     5.5"
"4526";"GM0022";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4542";"GM0545";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4558";"GM0080";"2020JJ00";"     1.4";"    17.5";"     0.9";"    22.9";"     2.3";"     7.3";"     2.0";"    47.4";"     1.3";"    57.3";"     1.0";"    99.8";"       .";"       .";"       .";"       .";"     2.2";"     3.2";"     4.4"
"4574";"GM0081";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4590";"GM0546";"2020JJ00";"     0.6";"    40.2";"     0.6";"    35.0";"     1.4";"    38.8";"     0.8";"    87.7";"     0.5";"   137.4";"     0.5";"   232.0";"       .";"       .";"       .";"       .";"     2.1";"     1.6";"     2.3"
"4606";"GM0547";"2020JJ00";"     1.0";"    26.3";"     0.9";"    26.3";"     1.3";"    31.2";"     1.6";"    82.1";"     0.7";"   115.8";"     0.6";"   205.0";"       .";"       .";"       .";"       .";"     2.0";"     4.0";"     4.3"
"4622";"GM1916";"2020JJ00";"     0.7";"    36.1";"     0.8";"    45.4";"     2.2";"    45.3";"     1.0";"   100.1";"     0.6";"   208.4";"     0.5";"   297.7";"       .";"       .";"       .";"       .";"     1.2";"     2.1";"     4.9"
"4638";"GM0995";"2020JJ00";"     1.2";"    12.4";"     1.1";"    17.0";"     2.7";"     1.8";"     1.9";"     8.0";"     1.1";"    41.3";"     1.1";"    49.3";"       .";"       .";"       .";"       .";"     2.7";"     2.7";"    27.8"
"4654";"GM0082";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4670";"GM1640";"2020JJ00";"     1.4";"     4.5";"     1.1";"     5.3";"     5.0";"     7.7";"     0.9";"    12.0";"     0.9";"    15.0";"     0.8";"    16.6";"       .";"       .";"       .";"       .";"     1.0";"    10.2";"    11.4"
"4686";"GM0327";"2020JJ00";"     0.8";"     9.8";"     1.0";"    14.3";"     2.1";"    23.1";"     2.0";"    14.2";"     0.8";"    38.4";"     0.8";"    54.3";"       .";"       .";"       .";"       .";"     2.2";"     6.1";"     6.5"
"4702";"GM1673";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4718";"GM0694";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4734";"GM0733";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4750";"GM1705";"2020JJ00";"     0.9";"     6.0";"     0.8";"     9.3";"     2.7";"    17.5";"     0.9";"    10.2";"     0.7";"    15.7";"     1.0";"    14.5";"       .";"       .";"       .";"       .";"     1.4";"     7.0";"     9.6"
"4766";"GM0553";"2020JJ00";"     0.8";"     9.2";"     0.8";"    12.5";"     1.3";"    30.3";"     1.1";"    10.4";"     0.8";"    28.1";"     0.7";"    45.2";"       .";"       .";"       .";"       .";"     1.0";"     6.0";"    13.7"
"4782";"GM0808";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4798";"GM0140";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4814";"GM0262";"2020JJ00";"     1.6";"     3.5";"     1.3";"     4.7";"     4.2";"    12.5";"     3.7";"     4.5";"     1.5";"    12.5";"     1.3";"    20.5";"       .";"       .";"       .";"       .";"     1.1";"     4.7";"    12.2"
"4830";"GM0329";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4846";"GM0809";"2020JJ00";"     0.8";"     6.8";"     1.0";"     8.3";"     2.5";"    18.4";"     1.1";"    10.5";"     0.6";"    22.2";"     0.7";"    26.9";"       .";"       .";"       .";"       .";"     1.9";"    11.6";"    12.1"
"4862";"GM0331";"2020JJ00";"     1.6";"     2.1";"     2.0";"     2.1";"     6.6";"    11.8";"     1.2";"     3.1";"     1.9";"     7.2";"     2.2";"     6.5";"       .";"       .";"       .";"       .";"     1.6";"    15.1";"    19.0"
"4878";"GM0024";"2020JJ00";"     2.4";"     1.5";"     2.5";"     0.9";"     8.2";"     6.6";"     2.7";"     1.5";"     3.9";"     1.3";"     1.7";"     4.6";"       .";"       .";"       .";"       .";"     1.3";"     3.3";"    21.3"
"4894";"GM0168";"2020JJ00";"     1.2";"     3.7";"     1.1";"     5.0";"     2.5";"    10.2";"     1.7";"     7.2";"     0.9";"     9.6";"     0.8";"    13.2";"       .";"       .";"       .";"       .";"     1.1";"     6.2";"    11.4"
"4910";"GM0333";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4926";"GM0933";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4942";"GM0934";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4958";"GM1671";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4974";"GM0263";"2020JJ00";"     1.2";"     3.7";"     1.4";"     4.0";"     5.0";"    13.8";"     1.3";"     5.9";"     0.8";"     8.9";"     1.1";"     8.4";"       .";"       .";"       .";"       .";"     1.1";"     7.7";"    12.8"
"4990";"GM1641";"2020JJ00";"     1.1";"     4.4";"     1.5";"     4.3";"     3.9";"     6.4";"     0.6";"    17.2";"     0.5";"    17.3";"     0.7";"    16.4";"       .";"       .";"       .";"       .";"     1.8";"     7.8";"    10.5"
"5006";"GM0556";"2020JJ00";"     1.4";"     5.6";"     0.7";"    13.1";"     1.7";"    40.9";"     0.7";"    17.1";"     0.7";"    23.2";"     0.6";"    34.5";"       .";"       .";"       .";"       .";"     1.7";"    12.8";"    17.2"
"5022";"GM0935";"2020JJ00";"     0.6";"    20.7";"     0.6";"    26.6";"     1.6";"    12.3";"     0.6";"   100.3";"     0.5";"   117.4";"     0.6";"   236.1";"       .";"       .";"       .";"       .";"     2.4";"     2.5";"     2.9"
"5038";"GM0936";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5054";"GM1663";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5070";"GM0025";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5086";"GM0420";"2020JJ00";"     1.3";"     2.8";"     1.1";"     4.5";"     4.1";"     8.1";"     1.9";"     4.1";"     1.2";"     6.5";"     0.9";"    13.9";"       .";"       .";"       .";"       .";"     2.4";"     8.7";"    13.7"
"5102";"GM0993";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5118";"GM0938";"2020JJ00";"     0.8";"     7.0";"     1.0";"     8.0";"     2.3";"    18.5";"     0.5";"    24.7";"     0.5";"    24.1";"     0.6";"    30.2";"       .";"       .";"       .";"       .";"     1.6";"     1.7";"     7.8"
"5134";"GM1948";"2020JJ00";"     1.3";"     5.0";"     1.2";"     7.3";"     2.2";"    20.5";"     0.9";"    11.0";"     0.8";"    21.8";"     1.0";"    22.5";"       .";"       .";"       .";"       .";"     1.8";"    13.6";"    18.0"
"5150";"GM0941";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5166";"GM0083";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5182";"GM1908";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5198";"GM1987";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5214";"GM0119";"2020JJ00";"     1.1";"     4.4";"     0.9";"     7.3";"     2.5";"     5.0";"     2.2";"    14.1";"     0.9";"    16.2";"     1.6";"    27.7";"       .";"       .";"       .";"       .";"     1.6";"     2.9";"    26.5"
"5230";"GM0687";"2020JJ00";"     0.9";"     8.8";"     0.8";"    11.8";"     2.2";"     2.1";"     1.3";"    22.3";"     0.7";"    46.3";"     0.8";"    44.1";"       .";"       .";"       .";"       .";"     1.2";"     1.7";"    71.1"
"5246";"GM0559";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5262";"GM1842";"2020JJ00";"     0.8";"    15.0";"     0.8";"    19.8";"     3.6";"    51.6";"     0.7";"    27.7";"     0.7";"    65.4";"     0.6";"    92.6";"       .";"       .";"       .";"       .";"     1.0";"     6.4";"    12.4"
"5278";"GM1731";"2020JJ00";"     2.5";"     1.8";"     1.7";"     2.9";"     5.6";"     4.4";"     3.6";"     0.7";"     1.9";"     3.7";"     1.3";"     7.2";"       .";"       .";"       .";"       .";"     1.5";"     6.6";"    41.5"
"5294";"GM1952";"2020JJ00";"     1.4";"     5.6";"     1.2";"     7.4";"     3.5";"    10.5";"     1.6";"     7.9";"     1.2";"    13.0";"     1.1";"    16.1";"       .";"       .";"       .";"       .";"     1.7";"     3.4";"    17.9"
"5310";"GM0815";"2020JJ00";"     2.0";"     3.5";"     2.2";"     3.3";"     2.4";"    13.7";"     0.7";"     8.4";"     1.6";"     5.3";"     1.4";"     7.8";"       .";"       .";"       .";"       .";"     2.1";"    10.8";"    23.2"
"5326";"GM0265";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5342";"GM1709";"2020JJ00";"     1.2";"     2.1";"     1.5";"     2.2";"     5.3";"     9.0";"     1.6";"     5.4";"     1.0";"     5.5";"     1.0";"     9.6";"       .";"       .";"       .";"       .";"     1.7";"     5.7";"    16.2"
"5358";"GM1978";"2020JJ00";"     1.2";"     3.2";"     1.4";"     4.0";"     6.5";"    15.0";"     2.1";"     4.6";"     1.1";"     9.8";"     1.1";"     9.3";"       .";"       .";"       .";"       .";"     2.1";"     8.6";"    18.9"
"5374";"GM1927";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5390";"GM1955";"2020JJ00";"     1.1";"     3.2";"     1.0";"     5.2";"     2.1";"    13.2";"     0.9";"     8.7";"     0.9";"     9.6";"     0.9";"    16.2";"       .";"       .";"       .";"       .";"     1.1";"     5.0";"    24.5"
"5406";"GM0335";"2020JJ00";"     1.0";"     4.6";"     0.8";"     4.2";"     2.0";"    22.7";"     1.8";"     5.3";"     0.9";"    12.9";"     0.8";"    20.3";"       .";"       .";"       .";"       .";"     0.6";"     7.2";"    15.8"
"5422";"GM0944";"2020JJ00";"     1.0";"     5.3";"     1.0";"    10.6";"     3.2";"    13.3";"     1.1";"    11.4";"     0.7";"    22.5";"     0.6";"    34.4";"       .";"       .";"       .";"       .";"     0.7";"     1.8";"    11.1"
"5438";"GM0563";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5454";"GM0424";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5470";"GM0425";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5486";"GM1740";"2020JJ00";"     1.1";"     3.3";"     1.1";"     4.8";"     5.8";"    14.7";"     2.6";"     2.3";"     0.9";"     9.1";"     1.3";"    10.8";"       .";"       .";"       .";"       .";"     1.7";"     2.5";"    24.9"
"5502";"GM0643";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5518";"GM0946";"2020JJ00";"     2.1";"     4.0";"     1.4";"     5.4";"     2.3";"     7.6";"     0.8";"    12.0";"     1.0";"    14.3";"     1.3";"    10.9";"       .";"       .";"       .";"       .";"     1.3";"     7.7";"    22.1"
"5534";"GM0304";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5550";"GM0412";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5566";"GM0356";"2020JJ00";"     0.8";"    12.5";"     0.7";"    20.8";"     2.3";"    26.4";"     1.7";"     9.0";"     0.6";"    49.4";"     0.7";"    64.6";"       .";"       .";"       .";"       .";"     1.7";"     7.3";"     8.8"
"5582";"GM0567";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5598";"GM0569";"2020JJ00";"     1.1";"     4.5";"     0.9";"     3.6";"     2.9";"    17.1";"     0.9";"     6.0";"     1.1";"     4.9";"     1.2";"     9.3";"       .";"       .";"       .";"       .";"     1.0";"    11.0";"    18.5"
"5614";"GM0571";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5630";"GM0104";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5646";"GM0267";"2020JJ00";"     1.1";"     5.5";"     0.9";"     8.8";"     1.7";"    20.2";"     1.7";"     4.4";"     0.9";"    17.1";"     1.1";"    25.6";"       .";"       .";"       .";"       .";"     1.3";"     2.0";"    11.5"
"5662";"GM0268";"2020JJ00";"     0.8";"    18.6";"     0.7";"    28.2";"     2.7";"    17.0";"     0.9";"    86.7";"     0.5";"   117.3";"     0.6";"   138.4";"       .";"       .";"       .";"       .";"     2.0";"     1.7";"     3.5"
"5678";"GM1930";"2020JJ00";"     0.8";"    14.3";"     0.8";"    15.0";"     3.0";"    20.9";"     1.2";"    20.9";"     0.7";"    41.5";"     0.7";"    39.8";"       .";"       .";"       .";"       .";"     2.9";"    15.7";"    19.9"
"5694";"GM1970";"2020JJ00";"     1.9";"     2.1";"     1.5";"     4.2";"     5.2";"     3.6";"     1.8";"     3.3";"     2.3";"     6.0";"     1.5";"     7.3";"       .";"       .";"       .";"       .";"     1.5";"    11.5";"    25.5"
"5710";"GM1695";"2020JJ00";"     1.9";"     1.0";"     1.1";"     2.8";"    14.6";"     1.7";"     4.3";"     0.7";"     0.9";"     3.2";"     1.3";"     9.2";"       .";"       .";"       .";"       .";"     2.4";"    14.9";"    65.9"
"5726";"GM1699";"2020JJ00";"     1.6";"     5.2";"     1.5";"     6.0";"     4.0";"    11.4";"     1.6";"     6.5";"     1.4";"    10.1";"     1.1";"    20.1";"       .";"       .";"       .";"       .";"     1.3";"    14.5";"    16.4"
"5742";"GM0529";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5758";"GM0171";"2020JJ00";"     2.2";"     4.7";"     1.4";"     6.1";"     5.1";"     3.0";"     3.0";"     0.9";"     2.1";"     8.2";"     1.5";"     9.3";"       .";"       .";"       .";"       .";"     1.0";"    22.8";"    37.2"
"5774";"GM0575";"2020JJ00";"     0.8";"     7.8";"     0.7";"    10.4";"     1.5";"    22.4";"     0.9";"     8.0";"     0.6";"    33.5";"     0.5";"    51.8";"       .";"       .";"       .";"       .";"     1.5";"     5.3";"    11.6"
"5790";"GM0576";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5806";"GM0820";"2020JJ00";"     1.0";"     8.3";"     1.2";"    10.8";"     1.7";"    25.7";"     1.1";"     8.7";"     0.8";"    20.6";"     0.9";"    34.4";"       .";"       .";"       .";"       .";"     1.9";"     5.7";"     6.9"
"5822";"GM0302";"2020JJ00";"     1.3";"     3.9";"     1.1";"     6.2";"     3.3";"     8.8";"     1.5";"     3.1";"     1.1";"    12.1";"     1.0";"    21.6";"       .";"       .";"       .";"       .";"     2.0";"     3.4";"    25.8"
"5838";"GM0951";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5854";"GM0429";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5870";"GM0579";"2020JJ00";"     0.8";"    27.1";"     0.6";"    24.8";"     1.3";"    32.7";"     1.6";"    66.7";"     0.7";"   104.6";"     1.0";"   180.5";"       .";"       .";"       .";"       .";"     1.4";"     3.5";"     3.5"
"5886";"GM0823";"2020JJ00";"     1.4";"     3.0";"     1.6";"     2.7";"     3.2";"    22.9";"     0.9";"    10.8";"     1.0";"     6.8";"     1.0";"    15.1";"       .";"       .";"       .";"       .";"     2.0";"     8.1";"    16.5"
"5902";"GM0824";"2020JJ00";"     1.4";"     7.1";"     0.8";"     9.1";"     2.2";"    21.0";"     0.8";"    17.5";"     0.7";"    19.5";"     0.7";"    42.8";"       .";"       .";"       .";"       .";"     2.3";"     2.3";"     8.5"
"5918";"GM1895";"2020JJ00";"     1.9";"     3.4";"     1.2";"     5.4";"     4.5";"     3.9";"     1.7";"    12.0";"     1.0";"    17.4";"     1.2";"    16.0";"       .";"       .";"       .";"       .";"     1.6";"     3.2";"    36.2"
"5934";"GM0269";"2020JJ00";"     1.5";"     2.8";"     1.4";"     5.3";"     3.0";"    14.5";"     1.2";"     5.0";"     1.2";"     9.5";"     1.5";"     6.5";"       .";"       .";"       .";"       .";"     1.4";"     3.6";"    11.9"
"5950";"GM0173";"2020JJ00";"     0.9";"     8.2";"     0.8";"     9.2";"     1.7";"    13.5";"     1.0";"    22.0";"     0.9";"    23.9";"     0.8";"    31.2";"       .";"       .";"       .";"       .";"     0.9";"     2.2";"    11.4"
"5966";"GM1773";"2020JJ00";"     1.7";"     1.5";"     1.9";"     1.9";"     4.8";"    13.3";"     2.2";"     1.0";"     4.1";"     1.9";"     1.1";"    10.0";"       .";"       .";"       .";"       .";"     1.1";"     2.3";"    12.9"
"5982";"GM0175";"2020JJ00";"     2.3";"     2.4";"     1.7";"     3.3";"     2.8";"     9.8";"     2.0";"     2.6";"     2.0";"     6.3";"     1.5";"    14.1";"       .";"       .";"       .";"       .";"     1.7";"     3.9";"    24.5"
"5998";"GM0881";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6014";"GM1586";"2020JJ00";"     1.5";"     3.1";"     1.4";"     4.5";"     2.1";"    10.8";"     1.0";"    12.1";"     1.5";"     6.5";"     1.1";"    10.7";"       .";"       .";"       .";"       .";"     1.0";"     4.6";"    33.4"
"6030";"GM0826";"2020JJ00";"     1.0";"     8.9";"     0.8";"    12.3";"     2.3";"    17.1";"     1.2";"    21.1";"     0.8";"    40.6";"     0.8";"    47.4";"       .";"       .";"       .";"       .";"     1.9";"     9.0";"     9.5"
"6046";"GM0580";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6062";"GM0085";"2020JJ00";"     1.4";"     1.9";"     1.6";"     2.2";"     5.4";"     3.5";"     4.1";"     0.7";"     1.6";"     4.9";"     1.2";"     7.7";"       .";"       .";"       .";"       .";"     1.5";"    21.9";"    36.4"
"6078";"GM0431";"2020JJ00";"     1.0";"    13.2";"     0.8";"    17.3";"     0.9";"    36.6";"     0.8";"    28.9";"     0.7";"    50.3";"     0.7";"    52.8";"       .";"       .";"       .";"       .";"     1.4";"     5.8";"     8.1"
"6094";"GM0432";"2020JJ00";"     1.2";"     3.3";"     1.1";"     5.0";"     1.9";"    12.2";"     1.0";"     5.6";"     1.9";"     1.6";"     0.9";"     7.3";"       .";"       .";"       .";"       .";"     1.2";"     5.4";"    12.9"
"6110";"GM0086";"2020JJ00";"     1.4";"     1.8";"     1.7";"     2.9";"     5.7";"     5.4";"     1.6";"     2.9";"     2.2";"     3.3";"     1.6";"     4.9";"       .";"       .";"       .";"       .";"     1.9";"    16.7";"    33.2"
"6126";"GM0828";"2020JJ00";"     1.2";"     9.0";"     1.0";"    16.3";"     3.6";"    13.3";"     1.1";"    23.7";"     0.8";"    35.9";"     0.8";"    51.5";"       .";"       .";"       .";"       .";"     2.1";"     2.8";"    20.2"
"6142";"GM0584";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6158";"GM1509";"2020JJ00";"     1.3";"     4.8";"     1.3";"     5.7";"     2.7";"    10.3";"     0.9";"    10.3";"     1.0";"    13.8";"     1.0";"    10.8";"       .";"       .";"       .";"       .";"     1.2";"     4.3";"    34.3"
"6174";"GM0437";"2020JJ00";"     1.0";"    23.5";"     0.7";"    21.9";"     4.0";"    36.5";"     0.8";"    22.8";"     0.6";"    95.9";"     0.6";"   132.7";"       .";"       .";"       .";"       .";"     1.3";"     3.7";"     7.5"
"6190";"GM0644";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6206";"GM0589";"2020JJ00";"     1.2";"     1.2";"     1.1";"     2.1";"     1.4";"    13.3";"     0.9";"     9.2";"     1.1";"     4.2";"     1.1";"     6.9";"       .";"       .";"       .";"       .";"     1.3";"     9.6";"    13.4"
"6222";"GM1734";"2020JJ00";"     1.0";"     6.0";"     0.9";"     5.7";"     2.7";"    20.1";"     1.3";"     4.8";"     0.7";"    11.9";"     0.9";"    14.8";"       .";"       .";"       .";"       .";"     1.2";"     2.8";"    11.9"
"6238";"GM0590";"2020JJ00";"     0.9";"     7.3";"     0.8";"    10.3";"     2.0";"    22.0";"     1.7";"     6.4";"     0.8";"    21.2";"     1.0";"    27.0";"       .";"       .";"       .";"       .";"     1.6";"     4.0";"     6.9"
"6254";"GM1894";"2020JJ00";"     1.5";"     2.6";"     1.2";"     5.3";"     4.2";"     9.2";"     0.7";"    10.2";"     0.8";"    10.8";"     0.9";"    15.3";"       .";"       .";"       .";"       .";"     0.9";"     9.3";"    14.7"
"6270";"GM0765";"2020JJ00";"     1.2";"     3.0";"     1.2";"     3.5";"     2.6";"     4.6";"     2.0";"     5.5";"     0.9";"     9.5";"     1.1";"     7.8";"       .";"       .";"       .";"       .";"     1.3";"     6.1";"    36.3"
"6286";"GM1926";"2020JJ00";"     0.8";"    14.1";"     1.0";"    14.4";"     1.8";"    58.2";"     1.4";"    15.9";"     0.9";"    44.9";"     0.9";"    58.5";"       .";"       .";"       .";"       .";"     1.8";"     4.4";"     9.9"
"6302";"GM0439";"2020JJ00";"     0.8";"    16.7";"     0.9";"    19.0";"     3.0";"    23.6";"     1.3";"    25.5";"     0.7";"    50.9";"     1.1";"    58.0";"       .";"       .";"       .";"       .";"     1.7";"     1.9";"    17.7"
"6318";"GM0273";"2020JJ00";"     1.6";"     3.1";"     1.3";"     9.6";"     1.7";"    12.0";"     1.3";"     7.3";"     1.3";"    13.8";"     1.0";"    24.0";"       .";"       .";"       .";"       .";"     0.8";"     3.0";"    22.4"
"6334";"GM0177";"2020JJ00";"     1.5";"     2.2";"     1.6";"     3.7";"     3.9";"    12.1";"     2.3";"     2.0";"     1.4";"     6.4";"     1.0";"    12.9";"       .";"       .";"       .";"       .";"     1.3";"     3.2";"    17.2"
"6350";"GM0595";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6366";"GM1661";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6382";"GM0703";"2020JJ00";"     1.2";"     1.0";"     0.8";"     1.7";"    14.2";"     1.3";"     3.4";"     1.0";"     0.8";"     1.9";"     1.4";"     6.3";"       .";"       .";"       .";"       .";"     1.1";"     3.1";"    37.4"
"6398";"GM0274";"2020JJ00";"     1.0";"     5.1";"     1.0";"     9.2";"     2.0";"    19.2";"     2.4";"    15.8";"     0.7";"    30.5";"     0.5";"    46.0";"       .";"       .";"       .";"       .";"     1.2";"     3.8";"     8.2"
"6414";"GM0339";"2020JJ00";"     1.1";"     4.2";"     1.1";"     3.7";"     4.2";"    19.7";"     1.0";"     4.6";"     1.0";"    11.2";"     1.0";"    10.6";"       .";"       .";"       .";"       .";"     0.7";"     4.6";"    18.0"
"6430";"GM1667";"2020JJ00";"     1.4";"     4.9";"     2.1";"     3.8";"     2.3";"     5.6";"     0.8";"    12.6";"     0.7";"    15.3";"     0.8";"    14.9";"       .";"       .";"       .";"       .";"     1.2";"    23.4";"    23.4"
