"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"ErvarenGezondheidGoedZeerGoed_4";"VoldoetAanBeweegrichtlijn_5";"WekelijkseSporters_6";"Ondergewicht_7";"NormaalGewicht_8";"Overgewicht_9";"ErnstigOvergewicht_10";"Roker_11";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19";"BeperkingInBewegen_23";"LopenEnOfFietsenNaarSchoolOfWerk_34";"LopenNaarSchoolOfWerk_35";"FietsenNaarSchoolOfWerk_36"
"41390";"20300";"MW00000";"WK071519  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071519            ";"71.6";"42.1";"38.7";"1.8";"44.4";"54.5";"18.3";"19.1";"36.6";"37.8";"6.1";"36.2";"13";;;
"41393";"20300";"MW00000";"BU07151900";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07151900          ";"71.6";"42.1";"38.7";"1.8";"44.4";"54.5";"18.3";"19.1";"36.6";"37.8";"6.1";"36.2";"13";;;
"41396";"20300";"MW00000";"WK071522  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071522            ";"79.7";"48.8";"36.7";"2.1";"45.8";"51.5";"13.6";"15.2";"30.6";"31";"3.4";"29.5";"6.2";;;
"41399";"20300";"MW00000";"BU07152200";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07152200          ";"79.7";"48.8";"36.7";"2.1";"45.8";"51.5";"13.6";"15.2";"30.6";"31";"3.4";"29.5";"6.2";;;
"41402";"20300";"MW00000";"WK071525  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071525            ";"75.5";"47.5";"42.1";"1.9";"39.8";"58.9";"17.3";"19.5";"34.8";"33.9";"4.8";"31.7";"9.5";;;
"41405";"20300";"MW00000";"BU07152500";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07152500          ";"75.5";"47.5";"42.1";"1.9";"39.8";"58.9";"17.3";"19.5";"34.8";"33.9";"4.8";"31.7";"9.5";;;
"41408";"20300";"MW00000";"WK071528  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071528            ";"82";"46.7";"40.1";"3";"43.5";"53.4";"13.4";"15.9";"29.4";"27.9";"3.2";"25.4";"6.1";;;
"41411";"20300";"MW00000";"BU07152800";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07152800          ";"82";"46.7";"40.1";"3";"43.5";"53.4";"13.4";"15.9";"29.4";"27.9";"3.2";"25.4";"6.1";;;
"41414";"20300";"MW00000";"WK071531  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071531            ";"76.2";"46.4";"38.4";"1.9";"41.2";"57";"17.3";"18.5";"34.8";"33.9";"5";"31.5";"10";;;
"41417";"20300";"MW00000";"BU07153100";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07153100          ";"76.2";"46.4";"38.4";"1.9";"41.2";"57";"17.3";"18.5";"34.8";"33.9";"5";"31.5";"10";;;
"41420";"20300";"MW00000";"WK071534  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071534            ";"78.5";"47.4";"35.6";"1.8";"45.5";"53.7";"15.2";"16.6";"32.1";"32";"3.6";"28.8";"6.5";;;
"41423";"20300";"MW00000";"BU07153400";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07153400          ";"78.5";"47.4";"35.6";"1.8";"45.5";"53.7";"15.2";"16.6";"32.1";"32";"3.6";"28.8";"6.5";;;
"41426";"20300";"MW00000";"WK071537  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071537            ";"74.7";"44.6";"42.1";"1.8";"43.8";"54.7";"18.5";"16.6";"33.5";"33.1";"4.1";"30.8";"10";;;
"41429";"20300";"MW00000";"BU07153700";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07153700          ";"74.7";"44.6";"42.1";"1.8";"43.8";"54.7";"18.5";"16.6";"33.5";"33.1";"4.1";"30.8";"10";;;
"41432";"20300";"MW00000";"WK071540  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071540            ";"77.6";"48.8";"43.1";"2.5";"46.5";"50.6";"14";"14.5";"31";"29.3";"2.8";"27.8";"6.3";;;
"41435";"20300";"MW00000";"BU07154000";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07154000          ";"77.6";"48.8";"43.1";"2.5";"46.5";"50.6";"14";"14.5";"31";"29.3";"2.8";"27.8";"6.3";;;
"41438";"20300";"MW00000";"WK071543  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071543            ";"67.2";"44.5";"40.3";"1.7";"44.4";"53.5";"18.3";"14.9";"35.6";"38.5";"3.1";"34.4";"6";;;
"41441";"20300";"MW00000";"BU07154300";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07154300          ";"67.2";"44.5";"40.3";"1.7";"44.4";"53.5";"18.3";"14.9";"35.6";"38.5";"3.1";"34.4";"6";;;
"41444";"20300";"MW00000";"WK071546  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071546            ";"72.3";"42.3";"35";"1.3";"41.1";"60.6";"16.8";"13.9";"32.7";"35";"2.4";"32";"6.9";;;
"41447";"20300";"MW00000";"BU07154600";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07154600          ";"72.3";"42.3";"35";"1.3";"41.1";"60.6";"16.8";"13.9";"32.7";"35";"2.4";"32";"6.9";;;
"41450";"20300";"MW00000";"WK071549  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071549            ";"80.1";"41.4";"41.2";"2.1";"46.8";"52";"16.6";"17.4";"31.5";"30.2";"4.1";"28.6";"7.8";;;
"41453";"20300";"MW00000";"BU07154900";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07154900          ";"80.1";"41.4";"41.2";"2.1";"46.8";"52";"16.6";"17.4";"31.5";"30.2";"4.1";"28.6";"7.8";;;
"41456";"20300";"MW00000";"WK071552  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071552            ";"82.6";"46.5";"40.8";"2.3";"53.2";"46";"12.5";"14.2";"29";"27";"2.5";"24.1";"7.1";;;
"41459";"20300";"MW00000";"BU07155200";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07155200          ";"82.6";"46.5";"40.8";"2.3";"53.2";"46";"12.5";"14.2";"29";"27";"2.5";"24.1";"7.1";;;
"41462";"20300";"MW00000";"WK071555  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071555            ";"71.6";"43.4";"34.6";"2.1";"41";"56.7";"23.3";"22.2";"37.3";"40.5";"6.6";"38.2";"15.3";;;
"41465";"20300";"MW00000";"BU07155500";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07155500          ";"71.6";"43.4";"34.6";"2.1";"41";"56.7";"23.3";"22.2";"37.3";"40.5";"6.6";"38.2";"15.3";;;
"41468";"20300";"MW00000";"WK071558  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071558            ";"78";"41.9";"37.5";"1.6";"42.1";"56.1";"17.5";"17.8";"32.5";"31.7";"3.4";"29";"7.7";;;
"41471";"20300";"MW00000";"BU07155800";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07155800          ";"78";"41.9";"37.5";"1.6";"42.1";"56.1";"17.5";"17.8";"32.5";"31.7";"3.4";"29";"7.7";;;
"41474";"20300";"MW00000";"WK071561  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071561            ";"72.3";"43.9";"37.2";"1.9";"39.8";"58.8";"21.8";"22.9";"36.3";"36.3";"5.7";"34.1";"11.8";;;
"41477";"20300";"MW00000";"BU07156100";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07156100          ";"72.3";"43.9";"37.2";"1.9";"39.8";"58.8";"21.8";"22.9";"36.3";"36.3";"5.7";"34.1";"11.8";;;
"41480";"20300";"MW00000";"WK071564  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071564            ";"80.4";"47.3";"35.6";"1.6";"46.6";"51.7";"14.5";"12.4";"31.3";"32.6";"3.1";"29";"6.2";;;
"41483";"20300";"MW00000";"BU07156400";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07156400          ";"80.4";"47.3";"35.6";"1.6";"46.6";"51.7";"14.5";"12.4";"31.3";"32.6";"3.1";"29";"6.2";;;
"41486";"20300";"MW00000";"WK071567  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071567            ";"79.7";"49.4";"40.2";"1.6";"46.3";"51.7";"12.6";"15.6";"31.5";"30.8";"4.5";"30.2";"6.5";;;
"41489";"20300";"MW00000";"BU07156700";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07156700          ";"79.7";"49.4";"40.2";"1.6";"46.3";"51.7";"12.6";"15.6";"31.5";"30.8";"4.5";"30.2";"6.5";;;
"41492";"20300";"MW00000";"WK071570  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071570            ";;;;;;;;;;;;;;;;
"41495";"20300";"MW00000";"BU07157000";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07157000          ";;;;;;;;;;;;;;;;
"41498";"20300";"MW00000";"WK071573  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071573            ";"75.4";"45.1";"41.8";"1.7";"42";"56.2";"19.9";"18.9";"34.4";"38";"4.5";"36.1";"13";;;
"41501";"20300";"MW00000";"BU07157300";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07157300          ";"75.4";"45.1";"41.8";"1.7";"42";"56.2";"19.9";"18.9";"34.4";"38";"4.5";"36.1";"13";;;
"41504";"20300";"MW00000";"WK071576  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071576            ";"83.6";"48.8";"43.2";"2";"52.3";"46.8";"16.1";"12.4";"24.3";"30.7";"2.2";"23.8";"5.4";;;
"41507";"20300";"MW00000";"BU07157600";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07157600          ";"83.6";"48.8";"43.2";"2";"52.3";"46.8";"16.1";"12.4";"24.3";"30.7";"2.2";"23.8";"5.4";;;
"41510";"20300";"MW00000";"WK071579  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071579            ";"76.9";"45.6";"42.2";"2.1";"44.2";"53.9";"16.5";"17.4";"34";"33.9";"4.7";"31.9";"10.3";;;
"41513";"20300";"MW00000";"BU07157900";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07157900          ";"76.9";"45.6";"42.2";"2.1";"44.2";"53.9";"16.5";"17.4";"34";"33.9";"4.7";"31.9";"10.3";;;
"41516";"20300";"MW00000";"WK071582  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071582            ";"79.5";"49.1";"37.5";"1.8";"47";"51.2";"13.2";"15.3";"31.1";"31.2";"3.6";"29.6";"7.1";;;
"41519";"20300";"MW00000";"BU07158200";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07158200          ";"79.5";"49.1";"37.5";"1.8";"47";"51.2";"13.2";"15.3";"31.1";"31.2";"3.6";"29.6";"7.1";;;
"41522";"20300";"MW00000";"WK071585  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071585            ";"76.2";"41.9";"38.7";"1.7";"45.4";"52";"18";"16.7";"33.8";"35.1";"4.6";"33.8";"8.3";;;
"41525";"20300";"MW00000";"BU07158500";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07158500          ";"76.2";"41.9";"38.7";"1.7";"45.4";"52";"18";"16.7";"33.8";"35.1";"4.6";"33.8";"8.3";;;
"41528";"20300";"MW00000";"WK071588  ";"2020JJ00";"Terneuzen                               ";"Wijk      ";"WK071588            ";"76.4";"42.6";"41.1";"1.7";"43.2";"55.5";"14.4";"14.7";"31.5";"31.6";"2.7";"30.3";"8.5";;;
"41531";"20300";"MW00000";"BU07158800";"2020JJ00";"Terneuzen                               ";"Buurt     ";"BU07158800          ";"76.4";"42.6";"41.1";"1.7";"43.2";"55.5";"14.4";"14.7";"31.5";"31.6";"2.7";"30.3";"8.5";;;
"41534";"20300";"MW00000";"GM0093    ";"2020JJ00";"Terschelling                            ";"Gemeente  ";"GM0093              ";"83.2";"70.6";"47";"2.6";"47.6";"51";"14.2";"17.9";"28.8";"29.8";"3.7";"28.3";"6.3";;;
"41537";"20300";"MW00000";"WK009300  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009300            ";"83.6";"69.8";"46.3";"2.9";"46.9";"51.4";"14.8";"19.4";"28";"29.3";"3.8";"27.8";"6.6";;;
"41540";"20300";"MW00000";"BU00930000";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930000          ";"83.5";"69.7";"46.2";"2.9";"46.8";"51.4";"14.7";"19.4";"28.1";"29.4";"3.8";"27.8";"6.7";;;
"41543";"20300";"MW00000";"BU00930002";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930002          ";"86.5";"73.3";"52.2";"3.1";"50.3";"48.9";"15.4";"22.4";"22.9";"26.6";"2.8";"24.5";"4.1";;;
"41546";"20300";"MW00000";"WK009301  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009301            ";"81.8";"71.7";"44.2";"2.2";"47.7";"50.5";"16.1";"17.5";"30.6";"31.4";"3.8";"30.1";"6.1";;;
"41549";"20300";"MW00000";"BU00930110";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930110          ";"81";"72.4";"44";"2.2";"46.9";"51";"16.4";"18.4";"31.4";"32.2";"4.2";"30.9";"6.4";;;
"41552";"20300";"MW00000";"BU00930111";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930111          ";"83.6";"69.4";"44";"2.1";"50.1";"49.3";"15";"14.7";"28.9";"29.9";"2.9";"28.8";"5.4";;;
"41555";"20300";"MW00000";"BU00930112";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930112          ";"89.1";"81.3";"56.9";"3.5";"45";"46.6";"25.1";"23.8";"20.6";"20.9";"1.3";"17";"2.3";;;
"41558";"20300";"MW00000";"WK009302  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009302            ";"84";"71.6";"41.2";"2.3";"45.4";"52.6";"12.2";"16.3";"27.3";"28.4";"2.6";"27";"5.9";;;
"41561";"20300";"MW00000";"BU00930213";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930213          ";"84.9";"71.6";"41";"2.4";"43.8";"54.3";"11.8";"16.8";"26.3";"27.7";"2.8";"26.2";"6.7";;;
"41564";"20300";"MW00000";"BU00930214";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930214          ";"81.9";"71.6";"41.6";"2.1";"48.9";"48.9";"13.1";"15.4";"29.6";"29.8";"2.3";"28.9";"4";;;
"41567";"20300";"MW00000";"BU00930215";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930215          ";;;;;;;;;;;;;;;;
"41570";"20300";"MW00000";"WK009303  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009303            ";"84.8";"67.9";"56.5";"2.1";"43.6";"54.4";"9";"11.9";"29";"29.7";"3";"28.3";"6.5";;;
"41573";"20300";"MW00000";"BU00930316";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930316          ";"84.7";"66.9";"58.4";"2.1";"43.4";"54.4";"8.9";"11.9";"28.2";"29";"3";"27.5";"6.6";;;
"41576";"20300";"MW00000";"BU00930317";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930317          ";;;;;;;;;;;;;;;;
"41579";"20300";"MW00000";"WK009304  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009304            ";"83.4";"71.7";"57.1";"2.2";"49.3";"52.2";"9.4";"14.5";"29";"29.7";"3.5";"27.7";"6";;;
"41582";"20300";"MW00000";"BU00930418";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930418          ";;;;;;;;;;;;;;;;
"41585";"20300";"MW00000";"BU00930419";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930419          ";"83.1";"71.7";"56.8";"2.2";"50";"51.9";"9.6";"14.3";"29.6";"30.2";"3.5";"28.1";"6.1";;;
"41588";"20300";"MW00000";"BU00930420";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930420          ";"86.4";"71.6";"59.8";"2.3";"43.1";"55.7";"7.6";"15.6";"23.5";"25.6";"3";"23.9";"5.4";;;
"41591";"20300";"MW00000";"WK009305  ";"2020JJ00";"Terschelling                            ";"Wijk      ";"WK009305            ";"84";"72.9";"53.8";"2.2";"62.5";"38.4";"11.1";"13.4";"29";"27.5";"4.5";"25.5";"5.1";;;
"41594";"20300";"MW00000";"BU00930521";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930521          ";"83.9";"73.6";"56";"2.3";"61.8";"39.2";"11.2";"14";"29.5";"27.4";"4.7";"25.4";"4.4";;;
"41597";"20300";"MW00000";"BU00930522";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930522          ";"84.5";"68.7";"40.7";"1.6";"66.3";"34.1";"10.6";"10.5";"26.5";"28";"3.3";"25.7";"8.6";;;
"41600";"20300";"MW00000";"BU00930523";"2020JJ00";"Terschelling                            ";"Buurt     ";"BU00930523          ";;;;;;;;;;;;;;;;
"41603";"20300";"MW00000";"GM0448    ";"2020JJ00";"Texel                                   ";"Gemeente  ";"GM0448              ";"79.3";"59.6";"48";"2";"46.4";"51.9";"13.9";"17";"32.4";"32";"4.4";"30.1";"7.3";;;
"41606";"20300";"MW00000";"WK044800  ";"2020JJ00";"Texel                                   ";"Wijk      ";"WK044800            ";"79";"59.8";"47.7";"2";"47";"51.7";"13.8";"16.9";"32.7";"32.3";"4.5";"30.3";"7.5";;;
"41609";"20300";"MW00000";"BU04480000";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480000          ";"77.1";"59.7";"47";"1.9";"48.4";"50.4";"14.3";"16.9";"34.4";"35.5";"5";"33";"8.8";;;
"41612";"20300";"MW00000";"BU04480001";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480001          ";"79.9";"63.2";"47.1";"2";"38.5";"58.7";"13.7";"22";"30.3";"25.2";"4.8";"25.9";"7.4";;;
"41615";"20300";"MW00000";"BU04480002";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480002          ";"80.7";"51.7";"52.5";"1.8";"45.1";"54.9";"13.8";"16.9";"31.4";"31.2";"4";"31.9";"6.3";;;
"41618";"20300";"MW00000";"BU04480003";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480003          ";"80.9";"61.1";"53.2";"2.5";"42.8";"54";"12.9";"15.6";"32.2";"32";"3.4";"30.4";"5";;;
"41621";"20300";"MW00000";"BU04480004";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480004          ";"82.3";"61";"46.8";"1.9";"43.8";"56.1";"13.3";"16.8";"30.8";"29.8";"3.8";"25.6";"5.7";;;
"41624";"20300";"MW00000";"BU04480005";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480005          ";"79.4";"59.9";"43.4";"1.9";"45.6";"51.3";"13.6";"14.2";"33.2";"31.2";"4.1";"28.8";"6.3";;;
"41627";"20300";"MW00000";"BU04480007";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480007          ";"80.8";"59.7";"47.6";"2.1";"48";"49.3";"11.4";"12.9";"31.5";"30.7";"3.6";"29.2";"5.7";;;
"41630";"20300";"MW00000";"BU04480008";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480008          ";"84.9";"61.8";"53.5";"2.5";"59.2";"42.3";"11.8";"15.3";"28";"25.1";"2.8";"24.3";"4.5";;;
"41633";"20300";"MW00000";"BU04480009";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480009          ";"81.5";"62.4";"47.7";"2.2";"50";"48.2";"14";"17.6";"28.2";"23.5";"3.5";"22";"5";;;
"41636";"20300";"MW00000";"WK044801  ";"2020JJ00";"Texel                                   ";"Wijk      ";"WK044801            ";"81.8";"58.5";"50.8";"2.2";"41.2";"53";"15.1";"18.6";"29.8";"29.8";"3.6";"28.3";"5.4";;;
"41639";"20300";"MW00000";"BU04480100";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480100          ";"80.9";"57.5";"48.7";"2.2";"40.2";"53";"15.8";"21";"30.9";"29.9";"3.7";"28.6";"5.5";;;
"41642";"20300";"MW00000";"BU04480107";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480107          ";"82.1";"59";"51.6";"2.2";"39.4";"54.8";"15.1";"17.7";"29.2";"30.1";"3.5";"28.5";"5.5";;;
"41645";"20300";"MW00000";"BU04480108";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480108          ";"83.5";"56.6";"53";"1.8";"51.6";"46.4";"13.1";"14.6";"28.6";"30.6";"4";"28.2";"4.6";;;
"41648";"20300";"MW00000";"BU04480109";"2020JJ00";"Texel                                   ";"Buurt     ";"BU04480109          ";"82.9";"65.7";"55.6";"3.1";"43";"51.3";"13.3";"16.2";"29.4";"25";"3.7";"24.7";"5.3";;;
"41651";"20300";"MW00000";"GM1525    ";"2020JJ00";"Teylingen                               ";"Gemeente  ";"GM1525              ";"82.8";"52";"54";"1.9";"50.3";"48.2";"13";"13.2";"30.9";"28.1";"4";"26.3";"6.8";;;
"41654";"20300";"MW00000";"WK152501  ";"2020JJ00";"Teylingen                               ";"Wijk      ";"WK152501            ";"80.8";"50.9";"52";"1.7";"49";"50.4";"14.6";"11.8";"33.3";"31.2";"4.7";"29.2";"8.9";;;
"41657";"20300";"MW00000";"BU15250101";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250101          ";"81.1";"52.5";"52.5";"1.8";"47.9";"51.7";"15.2";"13.3";"33.3";"30.5";"4.3";"28.5";"7.5";;;
"41660";"20300";"MW00000";"BU15250102";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250102          ";"80.5";"50.6";"50.9";"1.8";"48.7";"50.5";"15.2";"12.5";"32.8";"30.9";"4.8";"28.8";"9.3";;;
"41663";"20300";"MW00000";"BU15250103";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250103          ";"81";"49.7";"53.3";"1.7";"50.6";"49";"13";"9.2";"34.2";"32.3";"4.9";"30.6";"9.9";;;
"41666";"20300";"MW00000";"BU15250104";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250104          ";;;;;;;;;;;;;;;;
"41669";"20300";"MW00000";"WK152502  ";"2020JJ00";"Teylingen                               ";"Wijk      ";"WK152502            ";"86";"55";"59.6";"2";"52.2";"46.8";"12.1";"12.2";"27.8";"24";"3";"22.2";"4.2";;;
"41672";"20300";"MW00000";"BU15250201";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250201          ";"84.2";"53.2";"55.9";"1.9";"49.7";"49.5";"13.9";"13.1";"30.1";"26.2";"3.4";"24.4";"5.4";;;
"41675";"20300";"MW00000";"BU15250202";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250202          ";"84.6";"53.4";"58.1";"1.9";"51.1";"47.5";"12.3";"12.3";"29.2";"25.8";"3.5";"24.1";"5.1";;;
"41678";"20300";"MW00000";"BU15250203";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250203          ";"86.2";"55.4";"59.1";"1.9";"51.8";"47.1";"11.7";"12";"28.5";"24.3";"3";"22.6";"4";;;
"41681";"20300";"MW00000";"BU15250204";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250204          ";"87.7";"56";"62.4";"2.1";"53.8";"45";"11.1";"11.3";"25.6";"21.8";"2.4";"20.1";"3.3";;;
"41684";"20300";"MW00000";"BU15250205";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250205          ";"87";"56.6";"63.3";"2";"54.7";"44.4";"11.2";"12.2";"25.4";"21.9";"2.6";"20.2";"3.6";;;
"41687";"20300";"MW00000";"WK152503  ";"2020JJ00";"Teylingen                               ";"Wijk      ";"WK152503            ";"86.5";"54.8";"60.4";"1.8";"54.5";"45.6";"11.6";"13.6";"25.9";"22.9";"2.9";"21.3";"4";;;
"41690";"20300";"MW00000";"BU15250301";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250301          ";"85.7";"55.6";"60.2";"1.8";"53.5";"46.2";"11.8";"12.6";"27.1";"24.1";"3.1";"22.4";"4.7";;;
"41693";"20300";"MW00000";"BU15250302";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250302          ";"88.4";"55.3";"62.9";"1.7";"56.9";"43.5";"10.4";"11.7";"23.3";"20.3";"2.3";"18.7";"2.9";;;
"41696";"20300";"MW00000";"BU15250303";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250303          ";"81.5";"50.5";"51";"1.6";"49.1";"51.4";"15.4";"16.7";"32.7";"30.2";"4.5";"28.4";"6.3";;;
"41699";"20300";"MW00000";"BU15250304";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250304          ";"88.7";"55.2";"63.3";"1.9";"56.8";"43.7";"10.9";"19.5";"22.4";"19.1";"2.1";"17.7";"2.6";;;
"41702";"20300";"MW00000";"WK152504  ";"2020JJ00";"Teylingen                               ";"Wijk      ";"WK152504            ";"85.3";"53.2";"54.6";"1.9";"50.7";"47";"12.1";"13.7";"28.2";"25.6";"3.2";"23.8";"4.8";;;
"41705";"20300";"MW00000";"BU15250401";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250401          ";"83.7";"50.7";"51.4";"1.9";"46.8";"49.3";"12.7";"16.2";"30.1";"27";"3.7";"24.8";"5.2";;;
"41708";"20300";"MW00000";"BU15250402";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250402          ";"84.3";"55.2";"58.7";"1.8";"52";"44.2";"11";"12";"28.9";"26.8";"3.5";"25";"5";;;
"41711";"20300";"MW00000";"BU15250403";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250403          ";"79.1";"45.6";"41.9";"1.5";"53.1";"47.7";"11.8";"12.7";"37.1";"38";"5.8";"35.5";"9.9";;;
"41714";"20300";"MW00000";"BU15250404";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250404          ";;;;;;;;;;;;;;;;
"41717";"20300";"MW00000";"BU15250405";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15250405          ";"85.7";"53.7";"55.3";"1.9";"51.3";"46.7";"12.1";"13.4";"27.7";"25.1";"3.1";"23.4";"4.6";;;
"41720";"20300";"MW00000";"WK152511  ";"2020JJ00";"Teylingen                               ";"Wijk      ";"WK152511            ";"82.9";"52.3";"53.5";"1.8";"49.1";"49.8";"13.8";"14.9";"31.5";"27.6";"3.8";"25.8";"5.8";;;
"41723";"20300";"MW00000";"BU15251101";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15251101          ";"82.4";"52.1";"51.6";"1.9";"47.5";"51.4";"15.2";"16.6";"32";"27.9";"4.1";"26";"5.9";;;
"41726";"20300";"MW00000";"BU15251102";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15251102          ";"84.7";"53.7";"57.4";"1.9";"51.9";"47.1";"12.2";"13.9";"29.4";"25.5";"3.4";"23.8";"4.6";;;
"41729";"20300";"MW00000";"BU15251103";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15251103          ";"81.5";"50.8";"50.9";"1.7";"47.5";"51.3";"14.2";"14.5";"33.4";"29.7";"4.1";"28";"7.1";;;
"41732";"20300";"MW00000";"BU15251104";"2020JJ00";"Teylingen                               ";"Buurt     ";"BU15251104          ";"87.7";"55.2";"64.9";"2";"56.6";"42.1";"10.5";"8.9";"25.1";"20.5";"2.1";"19.5";"2.5";;;
